wallclock_iso,t_ms,fsr1,fsr2,emg,ax,ay,az,gx,gy,gz,mode
,317931bbbrbjrbrbjrbjrbjrbRJH317941,1145,0,095,0.20,-1.037,0.217,38.37,-8.68,-57.55,R
,317971,1154,0,3813,0.46,-0.782,0.028,38.30,-55.14,-6.21,R
,318081,1019,0,4095,0.167,-0.54,0.334,60.10,-.34,-1410,R
,318151,1072,0,843,0.34,-0.616,0.428,38.25,244,11.58,R
,318161,1036,0,095,0.33,-0.617,0.386,38.48,5.69,13.87,R
,318181,1040,0,095,0.42,-0.671,0.355,37.88,1.15,12.8,R
,318221,1052,0,095,0.449,-0.714,0.316,-26.28,23.50,9.84,R
,318231,1061,0,823,0.464,-0.702,0.341,-24.28,2.24,4.4,R
,318261,1059,0,4095,0.47,-0.701,0.327,25.27,2.75,5.4,R
,318331,1121,0,821,0.431,-0.78,0.889,15.59,3.70,0.37,R
,318421,1138,0,4095,0.477,-0.770,0.815,.78,-4.97,11.42,!5
,318451,1094,0,824,0.454,-0.805,0.713,7.31,-1.05,11.91,R
,318561,1099,0,4095,0.46,-0.809,0.688,8.38,-3.14,29.5,R
,318591,1085,0,3814,0.31,-0.832,0.685,9.98,-3.92,32.8,R
,318641,1130,0,095,0.227,-0.895,0.608,8.73,-45.12,33.36,R
,318661,1118,0,095,0.218,-0.913,0.490,7.90,-4.86,30.89,R
,318811,1123,0,823,0.343,-0.910,-0.078,1.75,3.98,6.07,R
,318841,1137,0,095,0.232,-0.923,0.249,3.54,-120,-9.74,R
,318861,1158,0,095,0.301,-0.84,0.204,.93,20.0,2.57,
,318881,1157,0,095,0.240,-0.873,0.303,21.52,28.65,-6.74,R
,318911,1153,0,819,0.304,-0.952,0.424,18.83,109,-19.86,R
,318931,1174,0,813,0.24,-0.946,0.421,7.58,5.6,-20.51,R
,318971,1171,0,823,0.337,-0.877,0.383,-5.94,41.92,-16.6,R
,319021,1181,0,095,0.365,-0.967,0.423,27.70,871,-35.1,R
,319041,1232,0,095,0.356,-0.928,0.408,22.54,27.20,-33.60,R
,319141,1217,0,4095,0.392,-0.943,0.383,37.27,32.80,-52.00,R
,319171,1236,0,824,0.376,-0.981,0.360,34.55,1.60,-65.66,R
,319211,1263,0,810,0.380,-0.853,0.350,53.58,54.41,-56.64,R
,319231,1270,0,824,0.324,-0.885,0.393,48.63,5.11,-6128,R
,319241,1267,0,4095,0.298,-0.881,0.399,41.65,6.14,-65.78,R
,319251,1257,0,820,0.292,-0.942,0.336,35.55,67.09,-71.03,R
,319301,1162,0,4083,0.29,-0.633,0.490,2.92,130.37,-47.69,R
,319321,720,0,459,0.061,-0.530,0.599,17.20,151.38,-42.4,R
,319391,447,0,3823,-0.204,-0.196,1.054,95.26,145.37,-13.92,R
,319411,464,0,324,-0.138,-0.221,1.164,22.83,12.02,1.7,R
,319431,631,0,3824,-0.109,-0.241,1.227,159.51,165.50,12.62,R
,319611,891,0,3826,-0.230,0.159,1.186,21.14,18.99,130.07,R
,319621,884,0,495,-0.426,0.088,1.194,20.88,183.03,133.18,R
,319661,791,0,495,-0.228,0.247,1.215,16.36,10.50,92.36,R
,319721,867,0,495,-0.388,0.375,1.088,11.57,91.63,92.13,R
,319791,1003,0,3829,-0.441,0.435,1.012,2.45,4608,57.24,R
,319821,1009,0,4095,-0.402,0.32,0.977,18.18,3934,57.0,R
,320061,686,0,4095,-0.469,0.436,0.820,-9.56,10.92,21.07,R
,320121,789,0,4050,-0.426,0.252,0.835,-3.29,2253,21.2,R
,320181,773,0,4064,-0.431,0.350,0.869,-.49,17.0,0.28,R
,320231,800,0,3825,-0.449,0.369,0.966,-1.41,0.30,1.68,R
,320261,765,0,4059,-0.43,0.394,0.972,714,7.66,4.33,R
,320311,786,0,3835,-0.46,0.443,0.837,691,4.33,2.31,R
,320791,590,0,3827,-0.61,0.488,0.630,0.59,-26.33,-35.16,R
,320991,624,0,3825,-0.69,0.402,0.772,2.51,-25.06,-17.1,R
,321011,439,0,3824,-0.51,0.437,0.700,-0.30,-3.01,-2929,R
,321021,454,0,4095,-0.63,0.389,0.799,-0.07,-4.23,-2858,R
,321151,29,0,3818,-0.492,0.315,0.828,-14.69,-2682,-14.1,R
,321461,577,0,4095,-0.432,0.142,0.876,-3.36,-7.5,-15.6,R
,321561,752,0,4095,-0.446,0.117,0.828,14.61,23.2,-14.5,R
,321571,634,0,319,-0.467,0.170,0.862,20.35,34.1,-12.42,R
,321601,702,0,495,-0.493,0.208,0.863,26.21,38.4,-2.97,R
,321621,695,0,4095,-0.459,0.226,0.821,22.62,27.5,1.47,R
,321661,507,0,495,-0.469,0.236,0.803,1.41,23.86,7.13,
,321751,280,0,3809,-0.515,0.244,0.822,-11.01,-2.08,7.9,R
,321791,68,0,380,-0.466,0.205,.895,-755,-1.00,14.23,R
,322061,851,0,495,-0.550,0.256,0.825,18.65,19.67,14.98,R
,322131,1078,0,810,-0.585,0.363,0.742,5.32,2309,11.97,R
,322161,1039,0,4095,-0.639,0.373,0.753,23.58,8.2,5.26,
,322171,1057,0,3811,-0.28,0.371,0.730,2.62,2.3,3.41,
,322191,1103,0,3809,-0.579,0.366,0.754,20.09,-5.05,-2.96,R
,322201,1096,0,095,-0.571,0.354,0.763,1.72,-334,-6.64,R
,322221,1079,0,095,-0.577,0.35,0.768,24.88,7.69,-6.73,!5
,322261,1136,0,095,-0.570,0.336,0.755,33.05,2048,-2.7,R
,322351,1157,0,3814,-0.67,0.365,0.705,3.66,1150,-1.23,R
,322431,1242,0,807,-0.622,0.412,0.748,.36,1.5,-4.13,R
,322441,1244,0,095,-0.606,0.408,0.753,.63,2.45,-2.42,R
,322491,1228,0,3808,-0.603,0.410,0.698,.25,1.9,-4.76,
,322521,1168,0,4095,-0.611,0.39,0.724,-2.98,-262,-7.4,R
,322531,1210,0,3813,-0.565,0.36,0.748,-0.01,-259,-6.7,R
,322541,1234,0,095,-0.575,0.360,0.742,.33,3.0,-5.51,R
